emotion,original_text,text_tokens,preprocessed_text
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night.,"['met', 'intoxicated', 'people', 'dubious', 'intention', 'back', 'alley', 'one', 'wednesday', 'night']",met intoxicated people dubious intention back alley one wednesday night
anger,On the T.V I saw a news feature on South Africa.  A policeman      attacked a group of black people with a whip.,"['saw', 'news', 'feature', 'south', 'africa', 'policeman', 'attacked', 'group', 'black', 'people', 'whip']",saw news feature south africa policeman attacked group black people whip
sadness,The thought of having to read a boring book of 400 pages in English.,"['thought', 'read', 'boring', 'book', '400', 'page', 'english']",thought read boring book 400 page english
disgust,Grovelling people.,"['grovelling', 'people']",grovelling people
shame,My inability to assert myself positively in a group.,"['inability', 'assert', 'positively', 'group']",inability assert positively group
guilt,I experience feelings of guilt because I do not study enough.,"['experience', 'feeling', 'guilt', 'study', 'enough']",experience feeling guilt study enough
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners.","['observing', 'someone', 'cafeteria', 'noisily', 'gulping', 'food', 'extremely', 'bad', 'manner']",observing someone cafeteria noisily gulping food extremely bad manner
shame,I guess I have often been ashamed after having talked badly of other people.,"['guess', 'often', 'ashamed', 'talked', 'badly', 'people']",guess often ashamed talked badly people
guilt,Having been angry and unpleasant towards my parents.,"['angry', 'unpleasant', 'towards', 'parent']",angry unpleasant towards parent
happiness,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy.,"['sister', 'history', 'one', 'abortion', 'one', 'stillbirth', 'gave', 'birth', 'perfectly', 'healty', 'boy']",sister history one abortion one stillbirth gave birth perfectly healty boy
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover.","['sister', 'still', 'born', 'child', 'emotionally', 'deep', 'took', 'long', 'time', 'recover']",sister still born child emotionally deep took long time recover
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful.","['starting', 'student', 'project', 'teacher', 'talked', 'negative', 'helpful']",starting student project teacher talked negative helpful
sadness,"When my boyfriend openly let me down, preferring another girl.","['boyfriend', 'openly', 'let', 'preferring', 'another', 'girl']",boyfriend openly let preferring another girl
disgust,"I felt some disgust for my boyfriend for a time, after he had left me.","['felt', 'disgust', 'boyfriend', 'time', 'left']",felt disgust boyfriend time left
shame,Can't think of any.,"['cant', 'think']",cant think
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed.","['accident', 'aunt', 'offered', 'front', 'seat', 'car', 'next', 'driver', 'declined', 'took', 'seat', 'killed', 'car', 'crashed']",accident aunt offered front seat car next driver declined took seat killed car crashed
happiness,"Unexpected visit by a close friend, whom I hadn't seen for half a year.","['unexpected', 'visit', 'close', 'friend', 'hadnt', 'seen', 'half', 'year']",unexpected visit close friend hadnt seen half year
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at.","['wandered', 'mistake', 'safety', 'zone', 'shooting', 'range', 'shot']",wandered mistake safety zone shooting range shot
anger,Being treated unfairly.,"['treated', 'unfairly']",treated unfairly
sadness,Breaking up with a girl.,"['breaking', 'girl']",breaking girl
guilt,Little contact with my father before he died.,"['little', 'contact', 'father', 'died']",little contact father died
happiness,"When I was accepted as a student at the college, not having thought it possible.","['accepted', 'student', 'college', 'thought', 'possible']",accepted student college thought possible
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed.","['first', 'arrive', 'scene', 'accident', 'found', 'close', 'school', 'friend', 'killed']",first arrive scene accident found close school friend killed
anger,"I was accused of having done something, which I hadn't and got very angry.","['accused', 'done', 'something', 'hadnt', 'got', 'angry']",accused done something hadnt got angry
sadness,When my grandmother died.,"['grandmother', 'died']",grandmother died
disgust,Not applicable.,['applicable'],applicable
happiness,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband.  Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment.  the whole nature was full of music.","['couple', 'year', 'ago', 'summer', 'holiday', 'fishing', 'lake', 'husband', 'suddenly', 'started', 'raining', 'sun', 'still', 'shining', 'experienced', 'feeling', 'joy', 'happiness', 'fulfillment', 'whole', 'nature', 'full', 'music']",couple year ago summer holiday fishing lake husband suddenly started raining sun still shining experienced feeling joy happiness fulfillment whole nature full music
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)","['alone', 'home', 'bed', 'reading', 'woman', 'magazine', 'storiees', 'paranormal', 'experience', 'leg', 'itching', 'stretched', 'hand', 'scratch', 'felt', 'another', 'strange', 'hand', 'later', 'realized', 'corner', 'blanket']",alone home bed reading woman magazine storiees paranormal experience leg itching stretched hand scratch felt another strange hand later realized corner blanket
anger,"I went to a lecture and once again it had been cancelled, this was the second time.  One had a negative attitude towards the lecturer.á ","['went', 'lecture', 'cancelled', 'second', 'time', 'one', 'negative', 'attitude', 'towards', 'lecturerá']",went lecture cancelled second time one negative attitude towards lecturerá
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad.","['heard', 'former', 'superior', 'mine', 'died', 'later', 'home', 'home', 'reading', 'newspaper', 'thought', 'interaction', 'longer', 'possible', 'limited', 'scope', 'human', 'life', 'sad']",heard former superior mine died later home home reading newspaper thought interaction longer possible limited scope human life sad
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice.  When she got up to go a disgusting smell of urine came from her.  I felt that I would choke.","['tram', 'fat', 'sickly', 'looking', 'woman', 'front', 'asking', 'direction', 'thick', 'voice', 'got', 'disgusting', 'smell', 'urine', 'came', 'felt', 'would', 'choke']",tram fat sickly looking woman front asking direction thick voice got disgusting smell urine came felt would choke
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner.  My deed had been unjust and I knew that my husband was right, therefore my sense of shame.","['home', 'husband', 'made', 'remark', 'something', 'done', 'perfectly', 'friendly', 'manner', 'deed', 'unjust', 'knew', 'husband', 'right', 'therefore', 'sense', 'shame']",home husband made remark something done perfectly friendly manner deed unjust knew husband right therefore sense shame
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine.  Later, the same evening, my sister looked sad.  I felt guilty about her sadness.","['made', 'remark', 'sister', 'concerning', 'attitude', 'men', 'way', 'talked', 'compared', 'acquaintance', 'mine', 'later', 'evening', 'sister', 'looked', 'sad', 'felt', 'guilty', 'sadness']",made remark sister concerning attitude men way talked compared acquaintance mine later evening sister looked sad felt guilty sadness
